Mode,Line,Stops
Bus,Local Route 1 - Sinai Hospital/Mondawmin to Fort McHenry,Sinai Hospital,Greenspring Ave & Cold Spring Ln,Mondawmin Station,Reisterstown Rd & Liberty Heights Ave,Fulton Ave & North Ave,Baltimore St & Carey St,1st Mariner Arena,Light St & Redwood St,Fort Ave & Light St,Fort McHenry
,reverse,Fort McHenry,Fort Ave & Charles St,Charles St & Pratt St,Fayette St & Eutaw St,Fayette St & Carey St,Fulton Ave & North Ave,Mondawmin Station,Reisterstown Rd & Liberty Heights Ave,Greenspring Ave & Cold Spring Ln,Sinai Hospital
Bus,Local Route 3 - Cromwell Bridge Road/Sheppard Pratt Hospital to Inner Harbor,Sheppard Pratt Health System,York Rd & Chesapeake Ave,Cromwell Bridge,Loch Raven Blvd & Joppa Rd,Goucher Blvd & Colbury Rd,Loch Raven Blvd & Belvedere Ave,33rd St & Geenmount Ave,Saint Paul St & North Ave,Hopkins Plaza & Baltimore St,Charles St & Pratt St
,reverse,Charles St & Pratt St,Charles St & Penn Station,Charles St & North Ave,33rd St & Greenmount Ave,Alameda Cir & 35th St,Loch Raven Blvd & Belvedere Ave,Goucher Blvd & Colbury Rd,Cromwell Bridge,York Rd & Pennsylvania Ave,Sheppard Pratt Health System
Bus,Local Route 4 - Turner Station -  C.C.B.C. Essex ,Turner Station,CCBC Dundalk Entrance,Wise Ave & Lynch Rd,Eastern Ave & 54th St,Eastern Blvd & Virgina Ave,Rossville Blvd & Kelso Dr,Franklin Square,7201 Rossville Blvd
,reverse,7201 Rossville Blvd,Franklin Square,Black River Neck Rd & Old Eastern Ave,Eastern Blvd & Virginia Ave,Eastern Ave & 54th St,Wise Ave & Lynch Rd,CCBC Dundalk Entrance,Turners Station
Bus,Local Route 5 - Mondawmin Metro Subway Station - Cedonia,Mondawmin Metro Station,Whitelock St & Lakeview Ave,Lakeview Towers,Druid Hill Ave & North Ave,Eutaw St & Saratoga St,Gay St & Lexington St,Madison St & Patterson Park Ave,Edison Hwy & Preston St,Sinclair Ln & Moravia Rd,Cedonia Loop
,reverse,Cedonia Loop,Sinclair Ln & Moravia Rd,Edison Hwy & Preston St,Madison St & Patterson Park Ave,Fayette St & Gay St,Eutaw St & Saratoga St,McCulloh St & North Ave,Lakeview Towers,Whitelock St & Lakeview Ave,Mondawmin Metro Station
Bus,Local Route 6 - Cedonia - Edmondson Village (weekdays only),Cedonia Loop,Sinclair Ln & Moravia Rd,Edison Hwy & Preston St,Madison St & Broadway ,Hillen St & Forrest St,Fayette St & Paca St,Baltimore St & Fulton Ave,Edmondson Village
,reverse,Edmondson Village,Baltimore St & Monroe St,Baltimore Arena,Gay St & Lexington St,Monument St & Broadway,Edison Hwy & Preston St,Sinclair Ln & Moravia Rd,Cedonia Loop
Bus ,Local Route 7 - Mondawmin Metro Subway Station - Canton ,Mondawmin Metro Station,Pennsylvania Ave & North Ave,Pratt St & Howard St,Pratt St & Wolfe St,Canton
,reverse,Canton,Lombard St & Wolfe St,Lombard St & Hopkins Plaza,Pennsylvania Ave & North ave,Mondawmin Metro Station
Bus,Local Route 8 - University of Maryland Transit Center - Lutherville Light Rail,Univerisity of Maryland Transit Center,Baltimore St & Calvert St,Greenmount Ave & North Ave,York Rd & Cold Spring Ln,York Rd & Northern Pkwy,York Rd & Chesapeake Ave,Lutherville Light Rail Station
,reverse,Lutherville Light Rail Station,York Rd & Pennsylvania Ave,York Rd & Northern Pkwy,York Rd & Cold Spring Ln,Greenmount Ave & North Ave,Fayette St Plaza,Univerisity of Maryland Transit Center
Bus,Local Route 9 - Lutherville Light Rail-Hunt Valley,Lutherville Light Rail Station,Timonium Park-N-Ride on Greenspring Dr,Cranbrook Rd & Ridgeland Rd,International Cirle
,reverse,International Cirle,Cranbrook Rd & Ridgeland Rd,Timonium Park-N-Ride on Greenspring Dr,Lutherville Light Rail Station
Bus ,Local Route 10 - U.S. 40 & Rolling Rd./Dundalk,Rolling Rd & Route 40,Frederick Ave & Paradise Ave,Frederick Ave & Augusta Ave,Pratt St & Pulaski St,1st Mariner Arena,Eastern Ave & Broadway,Eastern Ave & Ponca St,Dundalk Ave & Center Pl,Dundalk Ave & Bullneck Rd
,reverse,Dundalk Ave & Bullneck Rd,Dundalk Ave & Center Pl,Eastern Ave & Ponca St,Lombard St & Albemarle St,Lombard St & Howard St,Frederick Ave & Pulaski St,Frederick Ave & Augusta Ave,Frederick Ave & Paradise Ave,Rolling Rd & Route 40
Bus,Local Route 11  - GBMC/Goucher College - Canton Crossing,Towson Loop,GBMC,Bellona Ave & Rodgers Forge Rd,Charles St & Saint Paul St,Maryland Ave & North Ave,Hopkins Plaza & Baltimore St,Fleet St & Broadway,Canton Crossing
,reverse,Canton Crossing,Fleet St & Broadway,Charles St & Redwood St,Charles St & Penn Station,Charles St & 33rd St,Bellona Ave & Rodgers Forge Rd,GBMC ,Towson Loop
Bus,Local Route 12 - Stella Maris / Greenmount Avenue & North Avenue ,Stella Maris Hospice,Dulaney Valley Rd & Charmuth Rd,York Rd & Pennsylvania Ave,York Rd & Northern Pkwy,York Rd & Cold Spring Ln,North Ave & Greenmount Ave
,reverse,Homewood Ave & North Ave,York Rd & Cold Spring Ln,York Rd & Northern Pkwy,York Rd & Chesapeake Ave,Gallagher Center,Stella Maris Hospice
Bus,Local Route 13 - Walbrook Junction - Canton/Fells Point ,North Ave & Denison St,North Ave & Moreland Ave,North Ave & Pennsylvania Ave,North Ave & Greenmount Ave,Patterson Park Ave & Federal St,Wolfe St & Monument St,Wolfe St & Eastern Ave,Linwood Ave & Fayette St,Highland Ave & Cardiff Ave
,reverse,Highland Ave & Cardiff Ave,Linwood Ave & Fayette St,Washington St & Eastern Ave,Washington & Ashland Ave,Patterson Park Ave & Federal St,North Ave & Greenmount Ave,North Ave & Pennsylvania Ave,North Ave & Moreland Ave,North Ave & Denison St
Bus,Local Route 14 - Patapsco Light Rail Stop - Annapolis,Patascpo Light Rail,Ritchie Hwy & MVA,Cromwell Station Light Rail Stop,Quarterfield Rd & George Clauss,Hospital Dr & Balt-Wash Med Ctr,Marley Station,Ritchie Hwy & Jumpers Hole,Jumpers Hole Loop,AA Comm College,Calvert St & Bladen St
,reverse,Calvert St & Bladen St,AA Comm College,Jumpers Hole Loop,Ritchie Hwy & Jumpers Hole,Marley Station,Hospital Dr & Balt-Wash Med Ctr,Quarterfield Rd & George Clauss,Cromwell Station Light Rail Stop,Ritchie Hwy & MVA,Patascpo Light Rail
Bus,Local Route 15 East - Perry Hall/White Marsh/Overlea - Downtown/Security Square Mall,CMS at Security Blvd,Security Square Mall,Westview Mall,Bernard Mason Apts on Windsor Garden Ln,Forest Park Ave & Grenada Ave,North Ave & Denison St,Saratoga St & Howard St,Gay St & North Ave,Overlea Loop,White Marsh Park-N-Ride on Mercantile Rd
,reverse,White Marsh Park-N-Ride on Mercantile Rd,Overlea Loop,Belair Rd & Erdman Ave,Saratoga St & Howard St,Walbrook Junction,Forest Park Ave & Grenada Ave,Bernard Mason Apts on Windsor Garden Ln,Westview Mall,Security Square Mall,CMS at Security Blvd
Bus,Local Route 16 - Mondawmin Metro Subway Station - Brooklyn Homes,Mondawmin Metro Station,Warwick Ave & North Ave,Hilton St & Baltimore St,Caton Ave & Wilkens Ave,Violetville on Caton Ave,Pataspco Light Rail,Brooklyn Homes on 10th St
,reverse,Brooklyn Homes on 10th St,Pataspco Ave & 10th St,Pataspco Light Rail,Violetville on Caton Ave,Caton Ave & Wilkens Ave,Edmondson Ave & Poplar Grove St,Mondawmin Metro Station
Bus ,Local Route 17 - Patapsco Light Rail Stop/Univ. of MD Transit Ctr- BWI Airport/Arundel Mills/ Parkway Ctr. ,Univerisity of Maryland Transit Center,Pataspco Light Rail,Annapolis Rd & Nursery Rd,BWI Business District,BWI Marshall Airport,BWI Amtrak/Metro Station,Candlewood Rd & Charwood Rd,Airport 100 Business Park,Arundel Mills Mall,Parkway Center South,Parkway Center
,reverse,Parkway Center,Parkway Center South,Arundel Mills Mall,Airport 100 Business Park,Candlewood Rd & Charwood Rd,BWI Amtrak/Metro Station,BWI Marshall Airport,BWI Business District,Annapolis Rd & Nursery Rd,Pataspco Light Rail,Univerisity of Maryland Transit Center
